time,lat,long,throttle
70.75,44.49152859,-79.18152132,41.6781
70.8,44.49152238,-79.18151431,42.0222
70.85,44.49151636,-79.18150718,42.5778
70.9,44.49151051,-79.1814998,42.7867
70.95,44.4915048,-79.18149217,42.8978
71.0,44.49149939,-79.18148426,43.4444
71.05,44.49149424,-79.18147609,43.91
71.1,44.49148938,-79.18146779,43.9656
71.15,44.49148478,-79.18145935,43.9789
71.2,44.49148037,-79.1814507,43.9233
71.25,44.49147611,-79.18144183,43.9967
71.3,44.49147219,-79.18143288,44.1633
71.35,44.49146856,-79.18142383,44.8067
71.4,44.49146531,-79.18141474,45.5844
71.45,44.49146241,-79.18140559,45.6
71.5,44.49145979,-79.18139639,45.66
71.55,44.49145743,-79.18138714,45.9933
71.6,44.49145541,-79.18137783,46.2633
71.65,44.49145371,-79.18136847,46.43
71.7,44.49145235,-79.18135913,46.4356
71.75,44.49145129,-79.1813498,46.3244
71.8,44.49145063,-79.18134053,46.17
71.85,44.49145032,-79.18133132,46.0033
71.9,44.49145028,-79.18132227,46.0
71.95,44.49145049,-79.18131337,46.01
72.0,44.49145116,-79.1813045,46.0656
72.05,44.49145227,-79.18129566,46.3322
72.1,44.49145364,-79.18128705,46.9433
72.15,44.49145524,-79.18127865,48.07
72.2,44.49145722,-79.18127032,49.57
72.25,44.49145954,-79.18126206,50.3286
72.3,44.49146216,-79.18125408,50.878
72.35,44.49146505,-79.18124638,53.1788
72.4,44.49146825,-79.181239,55.5525
72.45,44.49147175,-79.18123193,56.7978
72.5,44.49147554,-79.18122514,57.83
72.55,44.4914796,-79.18121862,57.9967
72.6,44.49148388,-79.18121228,58.3322
72.65,44.49148836,-79.1812061,58.9433
72.7,44.49149315,-79.18120027,59.5867
72.75,44.49149824,-79.18119475,60.2533
72.8,44.49150349,-79.18118953,61.7433
72.85,44.49150889,-79.18118459,63.4656
72.9,44.49151444,-79.1811801,66.8211
72.95,44.49152011,-79.18117603,70.04
73.0,44.49152591,-79.18117238,72.4844
73.05,44.49153183,-79.18116911,74.0422
73.1,44.49153788,-79.18116623,74.1533
73.15,44.49154406,-79.18116371,74.1678
73.2,44.49155039,-79.18116162,74.1122
73.25,44.49155688,-79.18115994,77.1429
73.3,44.49156345,-79.18115871,81.044
73.35,44.49157012,-79.18115791,87.0667
73.4,44.49157683,-79.18115761,93.1778
73.45,44.49158359,-79.18115776,95.4778
73.5,44.49159039,-79.1811583,97.31
73.55,44.49159725,-79.18115918,97.3656
73.6,44.49160412,-79.18116053,97.4211
73.65,44.491611,-79.1811623,97.4767
73.7,44.49161792,-79.1811645,97.5322
73.75,44.49162488,-79.18116708,97.5878
73.8,44.49163178,-79.1811702,97.6
73.85,44.49163865,-79.18117381,97.6
73.9,44.49164546,-79.18117782,97.5456
73.95,44.49165224,-79.1811822,97.5
74.0,44.49165887,-79.181187,97.5
74.05,44.49166537,-79.18119217,97.5
74.1,44.49167186,-79.18119776,97.5
